player_name,career_total_runs,playing_role,batting_style,bowling_style,player_id,field_pos,player_image,full_name,country,date_of_birth,total_runs_test,matches_test,batting_average_test,strike_rate_test,centuries_test,half_centuries_test,wickets_test,economy_test,bowling_average_test,total_runs_odi,matches_odi,batting_average_odi,strike_rate_odi,centuries_odi,half_centuries_odi,wickets_odi,economy_odi,bowling_average_odi,total_runs_t20i,matches_t20i,batting_average_t20i,strike_rate_t20i,centuries_t20i,half_centuries_t20i,wickets_t20i,economy_t20i,bowling_average_t20i,career_total_runs2,career_total_wickets,catches,stumpings,formats_played,played_since_year
Inderbir Singh Sodhi,,,Right hand Bat,Legbreak,1990, ,,Player_385,South Africa,26-09-2003,277,271,33.65,56.83,27,19,701,9.42,25.79,14656,325,37.97,59.49,39,22,468,7.73,31.25,14857,396,12.34,110.57,43,94,722,4.7,34.74,29790,1891,10,19,"ODI,Test",2018
Barinder Balbirsingh Sran,,,Left hand Bat,Left arm Medium,494, ,,Player_386,India,11-11-2005,13507,37,41.13,93.04,16,72,558,9.7,32.65,11760,29,10.73,89,16,96,763,4.76,26.12,5489,83,57.39,98.94,25,36,0,5.05,24.89,30756,1321,111,2,"T20I,Test",2012
Daniel Joseph Harris,,,Right hand Bat,Right arm Medium,34382, ,,Player_387,West Indies,11-07-1982,7059,225,33.49,119.58,5,38,360,6.07,42.3,14922,358,14.05,90.66,34,7,546,8.29,45.83,4896,227,16.44,98.87,8,69,22,7.88,41,26877,928,408,13,"ODI,T20I",2008
Prithvi Raj Yarra,,,Left hand Bat,Left arm Medium,3518, ,,Player_388,South Africa,23-02-1981,1887,141,32.37,95.8,18,3,487,5.62,24.59,946,287,38.86,107.7,28,75,400,4.71,31.82,130,298,11.72,57.75,0,40,502,9.42,20.71,2963,1389,107,8,T20I,2004
Jean-Paul Duminy,,,Left hand Bat,Right arm Offbreak,1964, ,,Player_389,Zimbabwe,13-01-1986,12771,291,33.71,59.21,37,18,351,4.23,40.7,9378,85,56.81,65.22,41,47,200,8.55,43.87,1293,235,30.72,69.08,34,78,447,7.03,36.35,23442,998,491,18,ODI,2022
Nathan John Rimmington,,,Right hand Bat,Right arm Fast medium,15866, ,,Player_390,Zimbabwe,16-07-2009,1265,150,39.54,105.34,27,90,700,9.67,18.68,1834,233,53.33,67.66,16,9,760,3.05,26.43,6059,292,19.73,82.1,43,41,795,8.32,36.26,9158,2255,93,39,"ODI,T20I",2000
Ashish Nehra,,,Right hand Bat,Left arm Medium fast,21, ,,Player_391,Zimbabwe,25-01-1983,7491,113,36.85,114.16,1,44,255,3.14,31.41,1564,234,59.13,78.54,42,78,610,3.39,18.13,6957,221,19.21,91.93,19,89,495,3.37,47.25,16012,1360,310,33,"ODI,T20I,Test",2001
Harpreet Brar,,,Left hand Bat,Slow Left arm Orthodox,3495, ,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641,Player_392,South Africa,30-10-2010,13018,236,52.71,120.38,37,42,221,6.64,42.83,7332,312,36.39,145.59,7,23,465,4.73,33.85,60,222,24.39,109.39,44,75,424,3.7,34.84,20410,1110,83,3,"Test,T20I,ODI",2010
Glenn Dominic Phillips,,,Right hand Bat,Right arm Offbreak,6033,Wicketkeeper,,Player_393,Sri Lanka,08-08-1982,14527,65,12.47,87.33,36,12,752,4.26,28.84,4944,364,49.4,123.41,0,89,651,5.27,21.21,2211,280,22.42,136.33,5,40,699,6.26,22.39,21682,2102,57,32,T20I,2003
Rishabh Rajendra Pant,,,Left hand Bat, ,181,Wicketkeeper,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Rishabh%20Pant.png,Player_394,Pakistan,25-05-1986,1040,360,51.67,106.37,3,12,780,4.23,36.04,13877,264,52.02,116.17,44,46,594,4.79,42.14,9740,220,44.24,65.92,41,46,17,3.41,36.33,24657,1391,292,42,Test,2008
Asad Ullah Khan Pathan,,,Right hand Bat,Right arm Medium,15829, ,,Player_395,New Zealand,17-09-1994,14859,340,52.2,95.07,21,59,0,5.24,24.56,13606,286,42.4,131.7,35,52,559,8.11,26.83,12559,215,19.34,51.51,9,13,444,7.08,20.92,41024,1003,15,36,"ODI,T20I,Test",2004
Jalaj Sahai Saxena,,,Right hand Bat,"Right arm Offbreak, Legbreak Googly",5562, ,,Player_396,Pakistan,21-02-1986,9109,257,24.25,117.21,25,56,545,9.99,41.74,14377,326,26.94,62.76,6,38,789,2.78,32.2,9973,230,37.16,94.92,47,0,560,4.33,24.52,33459,1894,478,1,Test,2004
Riyan Parag,,,Right hand Bat,Legbreak,3230, ,https://www.espncricinfo.com/cricketers/riyan-parag-1079434,Player_397,England,30-03-1987,14736,248,33.14,108.36,48,85,445,2.44,19.67,10139,392,33.5,135.93,45,66,378,4.81,20.79,6276,168,59.32,93.21,32,16,558,8.33,19,31151,1381,476,26,"Test,ODI,T20I",2024
Carlos Ricardo Brathwaite,,,Right hand Bat,Right arm Fast medium,183, ,,Player_398,Sri Lanka,07-07-2007,8073,330,31.93,102.58,42,91,78,6.63,45.28,1308,268,52.9,109.48,4,65,759,8.7,27.17,5363,328,31.62,105.19,15,96,626,8.46,34.43,14744,1463,325,44,"ODI,T20I",2007
Alex Tyson Carey,,,Left hand Bat, ,4406,Wicketkeeper,,Player_399,West Indies,17-08-1992,9077,322,20.93,74.95,35,51,235,2.66,24.34,2986,185,24.93,83.53,23,5,176,2.53,43.01,8152,41,42.09,133.32,35,54,38,5.71,20.71,20215,449,92,16,Test,2001
Darren Scott Lehmann,,,Left hand Bat,Slow Left arm Orthodox,11967, ,,Player_400,Pakistan,08-03-2018,2752,179,29.84,50.2,12,52,333,3.24,45.98,386,130,56.19,131.59,27,20,51,9.54,22.85,7973,257,58.47,130.24,5,92,728,3.45,33.02,11111,1112,479,48,"ODI,Test",2006
Suyash S Prabhudessai,,,Right hand Bat,Right arm Medium,7134, ,,Player_401,Australia,08-02-1985,8213,189,12.22,67.41,31,85,348,5.52,29.28,6131,290,21.49,130.26,42,72,78,9.89,38.71,13745,195,16.88,60,18,52,209,7.17,47.85,28089,635,456,49,ODI,2016
Nuwan Thushara,,,Right hand Bat,Right arm Medium fast,10939,,https://www.espncricinfo.com/cricketers/nuwan-thushara-955235,Player_402,Zimbabwe,27-05-2010,4569,153,23.89,61.71,16,42,97,6.08,41.13,9353,276,47.48,134.57,16,73,384,2.71,47.36,37,391,30.93,143.4,30,30,773,9.94,41.03,13959,1254,164,30,ODI,2010
Lizaad Buyron Williams,,,Left hand Bat,Right arm Medium fast,11068,,,Player_403,Afghanistan,07-10-2016,11383,195,50.83,94.91,40,82,81,4.07,28.22,3258,319,41.53,61.55,36,35,575,4.33,39.75,5990,95,52.51,61.04,1,61,210,6.98,20.48,20631,866,436,40,"ODI,Test",2014
Naman Dhir,,,Right hand Bat,Right arm Offbreak,10163,,https://www.espncricinfo.com/cricketers/naman-dhir-1287032,Player_404,England,29-03-2010,6353,310,24.23,111.23,35,71,501,4.53,46.99,6121,350,47.48,146.94,19,2,7,4.98,43.95,5438,316,56.62,113.46,17,7,564,2.29,25.17,17912,1072,214,5,"Test,T20I",2024
Gulbadin Naib,,,Right hand Bat,Right arm Medium fast,11376,,,Player_405,India,03-07-1996,2353,261,50.91,71.31,45,71,476,2.7,22.05,4811,179,31.87,145.96,2,87,213,8.21,21.49,7677,13,40.06,117.24,41,29,280,2.14,39.56,14841,969,143,30,Test,2002
Aniket Verma,,,Right hand Bat,Right arm Medium fast,11781,,https://www.espncricinfo.com/cricketers/aniket-verma-1409976,Player_406,West Indies,22-01-2000,7437,142,36.58,143.91,18,41,703,4.43,23.71,6574,289,56.63,85.75,36,85,24,6.77,26.02,11823,112,17.17,117.99,27,76,132,4.56,46.63,25834,859,273,2,"T20I,ODI",2012
Tanush Kotian,,,Right hand Bat,Right arm Offbreak,10690,,,Player_407,England,15-11-2015,4799,341,53.99,50.67,34,89,764,9.73,33.78,6697,376,41.62,56.59,25,77,449,7.15,46.63,10856,76,55.07,76.54,3,79,448,3.57,19.05,22352,1661,402,39,"Test,ODI,T20I",2017
Priyansh Arya,,,Left hand Bat,Right arm Offbreak,11847,,https://www.espncricinfo.com/cricketers/priyansh-arya-1175456,Player_408,Zimbabwe,11-06-1997,686,315,38.74,127.23,45,25,549,9.56,20.62,3933,162,24.41,66.71,14,41,767,8.06,40.88,473,276,18.72,83.03,0,65,263,8.5,44,5092,1579,427,2,"Test,T20I,ODI",2019
Suryansh Shedge,,,Right hand Bat,Right arm Medium fast,11854,,https://www.espncricinfo.com/cricketers/suryansh-shedge-1339698,Player_409,Afghanistan,05-11-2018,8476,100,11.48,112.52,39,22,13,4.68,24.27,11039,270,41.92,149.28,47,44,754,2.94,38.47,58,319,27.64,104.87,46,44,110,8.76,35.98,19573,877,385,32,"Test,ODI",2019
Shai Diego Hope,,,Right hand Bat,,10078,Wicketkeeper,,Player_410,Sri Lanka,30-05-1997,4811,243,43.77,87.36,27,42,391,6.57,48.2,12713,375,24.34,106.3,7,43,456,8.67,39.24,2636,159,28.78,69.96,41,17,554,4.07,35.47,20160,1401,441,12,"T20I,ODI,Test",2002
Luke Wood,,,Left hand Bat,Left arm Fast medium,10160,,,Player_411,Afghanistan,12-07-2001,11939,11,12.24,55.05,0,76,346,9.28,49.25,1439,95,24.68,85.66,12,90,460,7.64,31.25,14251,312,32.36,52.03,49,98,237,4.61,48.65,27629,1043,137,20,"T20I,ODI,Test",2001
Gerald Coetzee,,,Right hand Bat,Right arm Fast,10168,,https://www.espncricinfo.com/cricketers/gerald-coetzee-596010,Player_412,South Africa,16-04-2019,8954,238,32.53,112.75,41,27,309,2.05,30.04,6169,261,29.98,78.82,47,32,197,6.62,19.43,14834,118,49.51,106.21,15,44,456,3.89,41.92,29957,962,203,36,"Test,T20I,ODI",2004
Keshav Athmanand Maharaj,,,Right hand Bat,Slow Left arm Orthodox,10604,,,Player_413,Afghanistan,02-11-1988,5346,48,56.47,88.56,17,8,385,8.49,47.55,11634,364,52.62,75.7,2,59,93,9.12,43.1,14206,160,50.11,96.53,44,18,758,9.27,45.2,31186,1236,301,15,T20I,2019
William George Jacks,,,Right hand Bat,Right arm Offbreak,10630,,,Player_414,South Africa,08-03-1990,5043,41,18.26,143.63,47,19,208,9.59,35.43,4480,352,35.01,116.42,0,85,718,7.6,39.72,2614,307,45.98,115.67,46,76,515,6.02,29.33,12137,1441,209,20,"Test,T20I,ODI",2004
Jake Fraser-McGurk,,,Right hand Bat,Legbreak Googly,10667,,,Player_415,Sri Lanka,08-04-2011,2428,165,29.49,104.2,39,55,356,2.73,26.63,55,287,43.95,91.94,8,92,436,3.61,33.13,10806,350,11.11,64.67,1,67,172,7.25,35.74,13289,964,18,47,"T20I,ODI,Test",2012
Robin Minz,,,Left hand Bat,,11805,Slow Left arm Orthodox,https://www.espncricinfo.com/cricketers/robin-minz-1350762,Player_416,Bangladesh,18-05-2019,10699,81,46.49,143.97,32,82,600,3.29,40.48,3324,82,29.6,146.54,30,82,526,5.44,46.79,7296,145,38.24,134.09,35,82,192,5.32,37.69,21319,1318,293,43,"Test,T20I",2007
Shubham Badriprasad Dubey,,,Left hand Bat,Right arm Offbreak,10382,,,Player_417,Zimbabwe,29-06-1986,5126,290,54.11,72.05,11,38,567,9.69,39.08,6777,224,23.18,118.38,40,82,689,5.95,28.76,4999,162,47.37,64.62,0,49,514,7.05,28.29,16902,1770,292,12,"Test,ODI,T20I",2015
Shamar Joseph,,,Left hand Bat,Right arm Fast,10710,,https://www.espncricinfo.com/cricketers/shamar-joseph-1356971,Player_418,South Africa,01-12-1987,8220,157,43.55,122.57,7,50,93,6.3,49.65,105,222,57.73,129.2,25,69,377,2.44,27.42,12670,395,32.23,139.13,38,24,789,5.09,36.25,20995,1259,474,3,Test,2017
Donovan Ferreira,,,Right hand Bat,Right arm Offbreak,11389,Wicketkeeper,https://www.espncricinfo.com/cricketers/donovan-ferreira-698315,Player_419,India,14-04-1990,9098,215,22.91,111.72,23,11,92,2.11,26.48,3201,117,40.18,79.27,16,82,586,9.64,45.93,9603,178,57.25,94.95,22,37,567,4.72,25.57,21902,1245,367,30,T20I,2024
Vijayakanth Viyaskanth,,,Right hand Bat,Legbreak,11416,,,Player_420,Afghanistan,27-07-1991,11296,157,43.73,123.94,15,78,339,4.06,39.51,669,191,56.7,57.92,33,76,103,3.03,43.5,8276,88,51.19,104.98,25,94,785,7.08,22.59,20241,1227,461,8,"Test,T20I",2015
Vignesh Puthur,,,Right hand Bat,Left arm Wrist spin,11799,,https://www.espncricinfo.com/cricketers/vignesh-puthur-1460388,Player_421,Afghanistan,04-04-1980,7813,133,24.84,71.47,49,94,596,5.6,19.66,12663,78,20.17,98.78,8,25,679,7.58,34.48,9725,222,41.91,139.66,10,35,408,6.73,29.97,30201,1683,300,47,Test,2000
Ryan Rickelton,,,Left hand Bat,,11801,Wicketkeeper,https://www.espncricinfo.com/cricketers/ryan-rickelton-605661,Player_422,India,28-04-1987,14414,66,45.92,116.5,3,54,444,7.54,21.64,8934,77,17.34,81.46,12,85,626,6.05,22.18,3797,265,13.12,79.99,41,67,687,4.35,41.66,27145,1757,372,32,ODI,2007
Vipraj Nigam,,,Right hand Bat,Legbreak,11843,,https://www.espncricinfo.com/cricketers/vipraj-nigam-1449074,Player_423,Australia,20-11-1998,12191,335,57.7,99.8,37,77,756,7.87,18.13,966,146,52.79,70.21,4,20,38,2.21,24.88,2674,238,42.62,68.18,0,55,627,3.19,47.32,15831,1421,161,36,"Test,T20I,ODI",2020
Arjun Sachin Tendulkar,,,Left hand Bat,Left arm Medium fast,8805, ,,Player_424,New Zealand,13-10-2007,11186,6,46.07,124.28,43,10,21,9.96,49.98,307,106,44.05,145.26,40,99,457,9.4,39,11065,307,55.58,94.58,10,38,83,4.95,32.65,22558,561,129,36,"ODI,Test,T20I",2001
Shardul Narendra Thakur,,,Right hand Bat,Right arm Medium,360, ,,Player_425,Bangladesh,04-03-1982,10698,13,53.14,82.7,26,25,290,4.3,43.67,2138,381,19.33,94.4,12,1,363,8.81,30.32,6436,33,28.97,74.44,23,62,670,5.32,38.57,19272,1323,43,23,Test,2023
Pawan Shakland Suyal,,,Right hand Bat,Left arm Medium,36966, ,,Player_426,West Indies,14-06-2007,12857,72,10.11,139.01,8,41,484,6.31,43.18,11656,270,23.47,67.47,0,46,784,6.19,44.77,3120,370,51.91,102.78,9,6,797,7.03,21.3,27633,2065,352,24,"ODI,T20I",2004
Mohnish Bipinbhai Parmar,,,Right hand Bat,Right arm Offbreak,15108, ,,Player_427,South Africa,17-10-1985,14294,398,45.88,58.43,46,26,783,6.27,34.31,13089,389,50.03,69.87,24,29,134,3.83,48.4,9282,166,25.66,77.53,13,57,79,9.32,46.94,36665,996,82,40,"Test,ODI",2014
Rovman Powell,,,Right hand Bat,Right arm Medium fast,6694, ,https://www.espncricinfo.com/cricketers/rovman-powell-820351,Player_428,India,28-10-1995,11801,162,51.48,130.72,15,10,305,5.25,27.6,109,243,32.69,78.07,46,26,373,2.97,43.78,11026,391,38.51,136.45,13,79,577,2.29,36.2,22936,1255,379,28,"T20I,Test,ODI",2013
Anustup Prabir Majumdar,,,Right hand Bat,Legbreak Googly,35364, ,,Player_429,Sri Lanka,02-09-2013,11745,65,12.03,136.13,11,37,633,3.35,22.84,3632,72,43.53,149.93,3,70,231,4.91,30.08,12416,124,42.42,110.73,6,58,208,3.95,42.97,27793,1072,123,39,T20I,2002
Anand Rajan,,,Right hand Bat,Right arm Medium,33919, ,,Player_430,South Africa,14-07-2011,9645,346,53.58,131.73,30,97,127,9.82,27.11,13952,356,25.92,76.8,35,19,38,4.04,43.24,2076,223,43.9,50.02,22,47,521,3.55,43.42,25673,686,26,49,"Test,ODI,T20I",2006
GC Viljoen,,,Right hand Bat,Right arm Fast,2824, ,,Player_431,New Zealand,01-10-2018,13025,129,22.83,101.27,23,42,624,8.83,30.03,6728,353,29.06,82.88,9,49,46,6.05,29.25,13856,149,54.13,130.55,42,4,198,6.02,26.21,33609,868,303,46,"T20I,Test",2003
Atharva Taide,,,Left hand Bat,Slow Left arm Orthodox,8773, ,https://www.espncricinfo.com/cricketers/atharva-taide-1125958,Player_432,Sri Lanka,03-06-2010,3356,205,43.26,93.84,13,18,272,5.99,42.2,12627,25,59.54,115.93,27,94,35,9.73,23.35,3190,188,21.73,83.02,21,86,570,5.44,34.93,19173,877,349,35,T20I,2010
Shoaib Malik,,,Right hand Bat,Right arm Offbreak,12065, ,,Player_433,England,16-07-2009,8707,275,50.02,149.63,44,63,441,6.83,35.27,5684,209,22.38,79.4,5,22,94,6.6,19.07,4787,42,23.12,82.02,35,35,233,7.83,48.74,19178,768,6,14,"T20I,ODI,Test",2011
Mohammad Asif,,,Left hand Bat,Right arm Fast medium,12070, ,,Player_434,Zimbabwe,16-03-2011,14288,255,43.13,72.92,24,5,502,3.82,20.48,13266,91,35.32,71.58,26,12,360,9.12,30.34,6056,28,45.2,88.31,26,95,243,3.94,20.87,33610,1105,410,44,"T20I,ODI,Test",2014
Parthiv Ajay Patel,,,Left hand Bat,Right arm Offbreak,23,Wicketkeeper,,Player_435,Afghanistan,04-08-2015,7266,265,14.61,104.69,33,45,129,6.35,18.58,6499,124,52.22,65.86,11,80,524,7.21,46.91,12420,361,18.86,113.03,1,87,392,6.76,39.86,26185,1045,340,17,"Test,ODI",2005
Noor Ahmad Lakanwal,,,Right hand Bat,Left arm Wrist spin,8809, ,https://www.espncricinfo.com/cricketers/noor-ahmad-1182529,Player_436,England,18-11-1996,6540,24,39.82,117.07,2,41,131,7.56,21.27,1915,72,21.96,81.27,47,3,145,5.8,25.65,7494,119,33.21,94.21,38,24,565,9.07,48.79,15949,841,198,19,"T20I,Test,ODI",2023
Tim Louis Seifert,,,Right hand Bat, ,6310,Wicketkeeper,,Player_437,South Africa,25-03-1982,38,280,37.48,120.09,23,91,596,6.12,31.14,12455,122,30.76,60.59,2,13,367,8.84,24.61,9400,336,11,112.86,45,44,445,9.29,27.62,21893,1408,111,4,"T20I,ODI",2000
Shivam Sharma,,,Right hand Bat,Right arm Offbreak,38229, ,,Player_438,New Zealand,11-12-1980,3342,252,55.02,70.4,41,64,481,9.92,47.86,556,308,40.75,51.86,45,19,64,5.77,49.03,3577,30,17.05,64.68,18,91,392,9.67,45.57,7475,937,88,17,"ODI,T20I",2017
Rajat Manohar Patidar,,,Right hand Bat,Right arm Offbreak,5349, ,,Player_439,Bangladesh,10-11-2008,9078,309,30.21,115.4,8,98,389,6.89,38.4,7619,183,34.06,130.46,32,12,227,8.95,18.8,4741,180,43.94,147.02,6,18,8,8.19,47.88,21438,624,127,39,T20I,2013
Luke Anthony Pomersbach,,,Left hand Bat,Right arm Offbreak,12669, ,,Player_440,Zimbabwe,03-06-2003,2844,288,26.05,131.84,25,71,592,4.97,43.66,13192,186,32.98,63.79,9,2,753,4.33,43.15,6832,161,47.37,122.96,11,6,612,9.25,41.91,22868,1957,229,0,Test,2023
Ronit Gajanan More,,,Right hand Bat,Right arm Medium,39089, ,,Player_441,South Africa,09-09-1986,10396,163,47.49,55,19,58,324,8.18,32.92,104,197,28.13,127.6,30,89,519,3.03,28.28,2581,127,15.77,75.02,2,57,714,3.88,25.4,13081,1557,17,18,"ODI,T20I,Test",2006
Simarjeet Singh,,,Right hand Bat,Right arm Medium fast,7652, ,https://www.espncricinfo.com/cricketers/simarjeet-singh-1159722,Player_442,India,18-08-2008,1098,94,30.63,141.15,39,51,68,3.36,29.57,2047,77,39.33,129.75,14,89,554,8.84,19.2,13900,254,21.39,122.42,46,80,152,3.58,28.69,17045,774,288,22,"T20I,ODI",2009
Moeen Munir Ali,,,Left hand Bat,Right arm Offbreak,2227, ,,Player_443,Pakistan,02-06-2008,7027,269,42.3,52.95,9,46,659,5.08,21.47,14485,347,41.22,103.79,6,81,755,6.7,47.37,3787,293,14.95,107.5,4,65,109,2.05,19.15,25299,1523,160,25,"ODI,Test",2008
Dwaraka Bhamidipati Ravi Teja,,,Right hand Bat,Legbreak Googly,12364, ,,Player_444,South Africa,23-04-2001,1823,320,42.32,85.6,18,6,447,4.78,46.03,145,185,42.66,80.97,35,95,180,9.11,22.47,8707,356,31.67,60.92,7,79,265,7.65,44.61,10675,892,351,48,ODI,2001
Mohammad Nabi,,,Right hand Bat,Right arm Offbreak,491, ,,Player_445,Zimbabwe,28-08-2010,11393,109,54.4,51.58,2,10,527,5.45,43.06,10955,343,13.52,64.5,13,77,500,9.5,35.66,14333,387,16.31,67.82,13,38,372,9.5,45.19,36681,1399,377,28,T20I,2007
James Peter Faulkner,,,Right hand Bat,Left arm Fast medium,569, ,,Player_446,Afghanistan,31-05-2011,13998,335,39.93,57.71,23,60,616,8.25,23.38,873,252,41.55,123.68,47,46,596,2.43,26.77,14151,253,31.86,54.13,35,17,151,3.5,38.25,29022,1363,280,33,"ODI,T20I",2021
Varun Raymond Aaron,,,Right hand Bat,Right arm Fast,241, ,,Player_447,Afghanistan,11-09-1982,13261,309,35.11,141.12,4,67,164,5.87,34.39,298,12,57.66,110.14,13,2,154,6.01,20.09,7103,129,46.6,130.92,6,0,594,7.1,29.28,20662,912,397,18,Test,2000
Bodapati Apparao Sumanth,,,Right hand Bat,Right arm Medium fast,15368, ,,Player_448,South Africa,30-04-2001,3155,237,16.94,85.49,2,24,487,8.35,33.6,3238,298,37.05,115.55,2,0,786,5,19.6,10404,11,44.17,105.17,6,62,414,7.97,20.46,16797,1687,421,47,"Test,ODI,T20I",2019
Prashant Hitesh Solanki,,,Right hand Bat,Legbreak,8005, ,,Player_449,Sri Lanka,01-12-2006,3093,380,15.79,92.48,26,11,712,6.61,38,14024,75,45.76,50.87,48,89,534,7.01,21.7,11166,34,24.02,81.67,49,2,645,9.42,42.1,28283,1891,165,17,"Test,ODI",2001
Kane William Richardson,,,Right hand Bat,Right arm Fast medium,5686, ,,Player_450,Pakistan,07-04-1982,11722,386,17.72,71.53,15,25,708,4.74,48.28,8837,50,37.84,142.75,45,23,626,8.35,20.28,932,197,43.69,62.63,45,20,325,7.17,41.25,21491,1659,259,1,Test,2006
Mayank Anurag Agarwal,,,Right hand Bat,Right arm Offbreak,35, ,,Player_451,India,26-11-2009,5658,389,18.59,109.71,48,11,425,8.48,36.55,12925,274,52.74,56.63,49,34,434,4.24,42.34,1663,247,56.39,98.4,31,29,671,9.76,47.2,20246,1530,363,26,"T20I,Test,ODI",2024
Tymal Solomon Mills,,,Right hand Bat,Left arm Fast,9, ,,Player_452,South Africa,01-09-1989,3778,24,41.89,109.48,14,42,696,3.91,35.29,6382,148,56.48,86.68,2,13,98,6.45,33.54,8748,109,27.38,102.53,7,10,550,4.76,41.38,18908,1344,189,5,"ODI,Test",2015
Joseph Edward Root,,,Right hand Bat,"Right arm Offbreak, Legbreak",9508, ,,Player_453,Sri Lanka,27-07-1999,2896,140,47.05,87.22,34,50,264,3.8,19.61,11270,218,19.21,90.27,21,66,615,7.67,28.97,7914,327,26.46,120.19,11,21,175,4.8,44.52,22080,1054,337,38,"ODI,Test,T20I",2021
Khaleel Khursheed Ahmed,,,Right hand Bat,Left arm Medium,2662, ,,Player_454,Afghanistan,09-03-1992,11645,116,36.5,83.3,11,36,611,6.04,20.01,2511,121,31.84,50.14,18,12,371,3.08,31.39,9863,244,38.57,146.99,9,56,524,6.34,41.87,24019,1506,265,5,"T20I,ODI,Test",2003
David Johan Jacobs,,,Right hand Bat,Right arm Medium,15846,Wicketkeeper,,Player_455,Afghanistan,01-05-2017,11703,391,51.45,138.5,40,45,341,4.09,24,6596,210,29.62,99.71,34,46,562,8.51,47.73,9184,249,22.28,93.49,13,88,314,5.07,38.18,27483,1217,290,5,"ODI,T20I",2020
Suryakumar Ashok Yadav,,,Right hand Bat,"Right arm Medium, Right arm Offbreak",61, ,,Player_456,New Zealand,19-06-2010,988,24,59.56,88.33,43,52,725,2.07,19.04,783,279,30.26,125.28,11,49,361,6.85,47.14,9820,365,42.58,90.6,8,2,66,2.01,31.66,11591,1152,354,30,"T20I,ODI,Test",2016
Shimron Odilon Hetmyer,,,Left hand Bat, ,2700, ,,Player_457,South Africa,12-08-1990,4116,78,51,99.35,25,87,277,7.19,41.79,4992,25,16.28,132.33,4,77,111,9.6,40.9,9883,316,51.61,86.99,37,29,759,7.85,46.87,18991,1147,359,40,ODI,2003
Balapuwaduge Manukulasuriya Amith Jeevan Mendis,,,Left hand Bat,Legbreak,36069, ,,Player_458,Pakistan,25-04-1996,6446,67,44.74,78.33,46,79,673,6.09,41.15,370,172,50.68,137.94,9,84,452,4.72,46.31,4852,162,32.97,132.69,29,87,552,8.01,38.83,11668,1677,278,39,Test,2002
Wiaan Mulder,,,Right hand Bat,Right arm Medium,41723,,https://www.espncricinfo.com/cricketers/wiaan-mulder-698189,Player_459,Australia,06-05-1980,13156,172,36.62,128.68,33,12,438,5.56,22.35,486,155,11.79,98.77,40,25,755,2.87,28.23,1104,47,43.98,65.63,4,44,183,7.98,30.75,14746,1376,216,29,ODI,2008
Zeeshan Ansari,,,Right hand Bat,Legbreak Googly,41726,,https://www.espncricinfo.com/cricketers/zeeshan-ansari-942371,Player_460,Pakistan,12-09-1988,12218,11,32.44,89.74,22,88,156,9.74,44.75,7378,237,36.41,113.06,32,2,168,6.05,30.2,1270,398,42.59,84.38,0,35,34,4.76,20.67,20866,358,320,20,"T20I,ODI,Test",2021
Jamie Overton,,,Right hand Bat,Right arm Fast,41758,,https://www.espncricinfo.com/cricketers/jamie-overton-510530,Player_461,Afghanistan,18-10-2010,4179,287,14.22,101.36,30,53,421,6.57,22.95,10229,375,43.09,57.95,12,50,583,2.69,37.64,11094,70,11.93,122.5,0,86,504,6.18,27.3,25502,1508,337,40,Test,2014
Ashwani Kumar,,,Left hand Bat,Left arm Medium,41785,,https://www.espncricinfo.com/cricketers/ashwani-kumar-1209126,Player_462,Afghanistan,30-01-2004,1682,127,29.97,75.34,49,56,250,8.91,27.64,14500,81,20.37,98.8,34,39,138,9.76,37.96,14828,398,19.17,51.57,19,71,75,4.88,35.4,31010,463,206,43,"T20I,ODI,Test",2019
Kamindu Mendis,,,Left hand Bat,"Right arm Offbreak, Slow Left arm Orthodox",41851,,https://www.espncricinfo.com/cricketers/kamindu-mendis-784373,Player_463,England,15-11-2011,14264,95,55.51,148.77,19,3,608,3.12,25.97,3196,355,55.29,65.48,31,67,230,2.31,33.41,12936,133,54.68,78.94,48,63,471,2.13,26.82,30396,1309,152,17,Test,2002
Himmat Singh,,,Right hand Bat,Right arm Offbreak,42116,,https://www.espncricinfo.com/cricketers/himmat-singh-805235,Player_464,Afghanistan,29-06-1996,13698,91,50.4,79.15,11,74,529,6.55,29.91,9552,272,51.93,86.96,10,35,238,8.03,30.82,9601,238,56.94,114.14,10,53,581,6.5,25.08,32851,1348,479,22,"ODI,T20I",2011
Kiribathgala Kankanamalage Eshan Malinga Dharmasena,,,Left hand Bat,Right arm Fast medium,42133,,,Player_465,India,27-12-1993,5626,140,20.8,127.07,22,95,326,8.94,26.15,4287,67,33.55,82.93,47,50,252,6.2,49.56,3646,67,49.02,68.6,25,67,745,2.99,34.88,13559,1323,180,37,"Test,ODI,T20I",2014
Shaik Rasheed,,,Right hand Bat,Legbreak,42206,,https://www.espncricinfo.com/cricketers/shaik-rasheed-1292497,Player_466,West Indies,09-05-1991,7424,30,33.33,92.75,3,48,96,6.66,33.65,13017,43,30.56,92.35,37,0,435,4.95,44.28,5087,277,56.06,80.27,43,49,522,2.64,23.43,25528,1053,211,22,"T20I,Test,ODI",2019
